"Restaurant_Id","Restaurant_Name","Cusines","Rating","Price_for_One","Location","Delivery_review_number","Delivery Time","Link"
"258","Singh Da Punjabi Dhaba","Punjabi","3.8","100","Koramangala","500","38","https://www.swiggy.com/restaurants/singh-da-punjabi-dhaba-7th-block-Koramangala-bangalore-382537"
"259","Fritz Haber Continental Creams","Desserts","4.0","150","Koramangala","15000","34","https://www.swiggy.com/restaurants/fritz-haber-Continental-creams-8th-block-Koramangala-bangalore-203828"
"260","Agarwal Ke Parathe","North Indian","3.6","125","Ashok Nagar","5000","42","https://www.swiggy.com/restaurants/agarwal-ke-parathe-thayappa-garden-bilekahalli-bangalore-49054"
"261","THE BROWNIE CIRCLES","Desserts","4.4","125","Indiranagar","10000","29","https://www.swiggy.com/restaurants/the-brownie-circles-80-feet-road-Indiranagar-bangalore-577976"
"262","Midnight Pizza And Food","Continental","3.9","100","Indiranagar","1000","43","https://www.swiggy.com/restaurants/midnight-pizza-and-food-1st-stage-Indiranagar-bangalore-151430"
"263","A1 Ambur Biryani Since 2012","North Indian","3.7","175","Rt Nagar","15000","46","https://www.swiggy.com/restaurants/a1-ambur-biryani-since-2012-kanaka-nagar-r-t-nagar-bangalore-518295"
"264","BIRYANI QUEST","North Indian","4.1","125","Sanjay Nagar","500","37","https://www.swiggy.com/restaurants/biryani-quest-sarvagna-nagar-kammanahalli-kalyan-nagar-bangalore-451579"
"265","Pizza Kingdom","Continental","4.0","150","Indiranagar","5000","38","https://www.swiggy.com/restaurants/pizza-kingdom-1st-stage-Indiranagar-bangalore-592278"
"266","Bhatinda Tandoor","Tibetan","3.5","175","Koramangala","10000","38","https://www.swiggy.com/restaurants/bhatinda-tandoor-jyoti-nivas-college-rd-Koramangala-bangalore-675954"
"267","Biryani @Rs.99 Only","Continental","3.3","150","Btm Layout","500","37","https://www.swiggy.com/restaurants/biryani-rs-99-only-keb-colony-btm-layout-bangalore-340460"
"268","Pasta House","Rajasthani","4.1","150","Btm Layout","15000","39","https://www.swiggy.com/restaurants/pasta-house-chikka-madivala-btm-bangalore-682723"
"269","Golden Globe Pizza","Continental","3.2","175","Jp Nagar","10000","33","https://www.swiggy.com/restaurants/golden-globe-pizza-9th-phase-jp-nagar-bangalore-534924"
"270","Biryani On Way","North Indian","3.4","125","Btm Layout","5000","29","https://www.swiggy.com/restaurants/biryani-on-way-1st-stage-btm-layout-bangalore-546130"
"271","Kingsway restaurant","North Indian","3.4","125","Shivaji Nagar","1000","39","https://www.swiggy.com/restaurants/kingsway-restaurant-hkp-road-Shivaji Nagar-bangalore-219257"
"272","Little Owl Chinese","Italian","3.1","100","Sanjay Nagar","500","37","https://www.swiggy.com/restaurants/little-owl-chinese-msr-nagar-sanjay-nagar-new-bel-road-bangalore-656367"
"273","North Indian spContinental","North Indian","3.4","100","Indiranagar","15000","39","https://www.swiggy.com/restaurants/north-indian-spContinental-1st-stage-Indiranagar-bangalore-151155"
"274","PC Biryani Joint","Rajasthani","3.8","175","Vasanth Nagar","5000","31","https://www.swiggy.com/restaurants/pc-biryani-joint-pipeline-road-yeshwantpur-bangalore-429119"
"275","Continentalberg Organic Continentalcreams","Rajasthani","4.1","100","Vasanth Nagar","10000","46","https://www.swiggy.com/restaurants/Continentalberg-organic-Continentalcreams-cunnigham-road-vasanth-nagar-bangalore-414593"
"276","China Town","North Indian","4.0","150","Rt Nagar","1000","39","https://www.swiggy.com/restaurants/china-town-rt-nagar-r-t-nagar-bangalore-698933"
"277","Insta cafe","Desserts","3.1","100","Koramangala","15000","40","https://www.swiggy.com/restaurants/insta-cafe-wipro-park-Koramangala-bangalore-682518"
"278","CHIP N DIP","North Indian","3.6","100","Koramangala","500","38","https://www.swiggy.com/restaurants/chip-n-dip-5th-block-Koramangala-bangalore-557823"
"279","Madurai Tiffin House","Rajasthani","1.9","150","Btm Layout","5000","43","https://www.swiggy.com/restaurants/madurai-tiffin-house-1st-stage-btm-bangalore-296954"
"280","marwadi Tadka wala","Rajasthani","3.4","75","Btm Layout","10000","38","https://www.swiggy.com/restaurants/marwadi-tadka-wala-1st-stage-btm-layout-bangalore-381549"
"281","Pizza Castle","Continental","4.1","225","Jp Nagar","500","36","https://www.swiggy.com/restaurants/pizza-castle-9th-phase-jp-nagar-bangalore-540631"
"282","Joey's Pizza Express Delivery","Italian","3.9","125","Indiranagar","15000","39","https://www.swiggy.com/restaurants/joeys-pizza-express-delivery-2nd-stage-Indiranagar-bangalore-430620"
"283","Wok noodles","North Indian","4.0","150","Btm Layout","1000","37","https://www.swiggy.com/restaurants/wok-noodles-2nd-stage-btm-layout-bangalore-555143"
"284","High Ultra Express Pizza","Continental","4.5","100","Indiranagar","5000","40","https://www.swiggy.com/restaurants/high-ultra-express-pizza-2nd-stage-Indiranagar-bangalore-480488"
"285","Nadeem's Kitchen","North Indian","2.4","250","Kanaka Nagar","10000","36","https://www.swiggy.com/restaurants/nadeems-kitchen-kanaka-nagar-nagawara-bangalore-302789"
"286","Biryani Master","North Indian","3.9","175","Btm Layout","500","38","https://www.swiggy.com/restaurants/biryani-master-btm-bangalore-323186"
"287","Al Zahra Hyderabadi Biryani @99","North Indian","1.7","175","Kanaka Nagar","15000","35","https://www.swiggy.com/restaurants/al-zahra-hyderabadi-biryani-99-kanakanagar-hebbal-bangalore-510097"
"288","Desi Biryani Cafe","North Indian","3.8","150","Btm Layout","5000","39","https://www.swiggy.com/restaurants/desi-biryani-cafe-1st-stage-btm-layout-bangalore-464108"
"289","Social","North Indian","4.2","300","Ashok Nagar","1000","39","https://www.swiggy.com/restaurants/social-begur-hobli-bommanahalli-bangalore-320252"
"290","The Firewood Pizza","Italian","3.6","75","Ashok Nagar","10000","40","https://www.swiggy.com/restaurants/the-firewood-pizza-chikkadugodi-tavarekere-bangalore-331722"
"291","Nando's","Asian","4.2","175","Koramangala","500","27","https://www.swiggy.com/restaurants/nandos-7th-block-Koramangala-bangalore-510041"
"292","Deshi Fusion Pizza","Italian","4.0","250","Indiranagar","15000","41","https://www.swiggy.com/restaurants/deshi-fusion-pizza-1st-stage-Indiranagar-bangalore-17711"
"293","Wood Fire Pizza","Italian","3.5","200","Kammanahalli","1000","35","https://www.swiggy.com/restaurants/wood-fire-pizza-subbanna-palya-kammanahalli-bangalore-50710"
"294","Pabrai's Fresh And Naturelle Continental Cream","Desserts","4.3","125","Koramangala","5000","40","https://www.swiggy.com/restaurants/pabrais-fresh-and-naturelle-Continental-cream-5th-block-Koramangala-bangalore-655135"
"295","Fresh Bowls","North Indian","4.1","100","Indiranagar","10000","41","https://www.swiggy.com/restaurants/fresh-bowls-appareddy-palya-Indiranagar-bangalore-170536"
"296","Bite Me Cupcakes","Desserts","4.0","75","Domlur","500","39","https://www.swiggy.com/restaurants/bite-me-cupcakes-kodihalli-domlur-bangalore-505"
"297","GOWHEY- HEALTHY DESSERT COMPANY","Desserts","4.1","100","Btm Layout","15000","37","https://www.swiggy.com/restaurants/gowhey-healthy-dessert-company-keb-colony-btm-layout-bangalore-596078"
"298","Burger Man","American","4.3","200","Indiranagar","5000","38","https://www.swiggy.com/restaurants/burger-man-2nd-stage-Indiranagar-bangalore-500351"
"299","Nomad Pizza- Traveller Series","Continental","4.4","425","Indiranagar","1000","38","https://www.swiggy.com/restaurants/nomad-pizza-traveller-series-cmh-road-Indiranagar-bangalore-538467"
"300","Joe's Burgers and Shakes","North Indian","3.7","100","Koramangala","10000","38","https://www.swiggy.com/restaurants/joes-burgers-and-shakes-8th-block-Koramangala-bangalore-206569"
"301","Sweet Bake-Cake And Desserts","Desserts","4.2","75","Vasanth Nagar","15000","37","https://www.swiggy.com/restaurants/sweet-bake-cake-and-desserts-devasandra-layout-bangalore-578637"
"302","KO Fried Chicken","American","3.8","150","M.S.R Nagar","500","39","https://www.swiggy.com/restaurants/ko-fried-chicken-old-madiwala-btm-bangalore-678138"
"303","Nadeem's Kitchen","North Indian","2.4","250","Kanaka Nagar","5000","40","https://www.swiggy.com/restaurants/nadeems-kitchen-kanaka-nagar-nagawara-bangalore-302789"
"304","Chicking","American","3.9","200","Banashankari","10000","38","https://www.swiggy.com/restaurants/chicking-3rd-stage-banashankari-bangalore-352907"
"305","Marwadi Chaat &amp; Tiffin ServContinentals Shanti nagar","Rajasthani","3.7","150","Sanjay Nagar","500","37","https://www.swiggy.com/restaurants/marwadi-chaat-and-tiffin-servContinentals-shanti-nagar-lakshmi-road-shanthi-nagar-bangalore-132622"
"306","Imperio Restaurant","North Indian","4.0","150","Hoysala Nagar","15000","39","https://www.swiggy.com/restaurants/imperio-restaurant-1st-block-hrbr-layout-bangalore-70161"
"307","The Shake Stories","Desserts","3.1","125","Koramangala","1000","39","https://www.swiggy.com/restaurants/the-shake-stories-jyoti-nivas-college-rd-Koramangala-bangalore-668306"
"308","Ghar Ki Rasoi","North Indian","3.8","150","Indiranagar","5000","34","https://www.swiggy.com/restaurants/ghar-ki-rasoi-1st-stage-Indiranagar-bangalore-40100"
"309","New Taj Darbar","North Indian","3.5","150","Shivaji Nagar","10000","20","https://www.swiggy.com/restaurants/new-taj-darbar-saint-marys-church-road-Shivaji Nagar-bangalore-196047"
"310","Subway","Desserts","4.1","175","Koramangala","500","40","https://www.swiggy.com/restaurants/subway-1st-block-cna-Koramangala-bangalore-656392"
"311","Wingspot","Rajasthani","3.6","175","Koramangala","15000","36","https://www.swiggy.com/restaurants/wingspot-jyoti-nivas-college-rd-Koramangala-bangalore-668339"
"312","Chai Corner","North Indian","3.9","100","Indiranagar","5000","36","https://www.swiggy.com/restaurants/chai-corner-kodihalli-Indiranagar-bangalore-343299"
"313","Hot Burger Company","Desserts","3.3","90","Koramangala","1000","40","https://www.swiggy.com/restaurants/hot-burger-company-khb-colony-Koramangala-bangalore-652758"
"314","Vp Biryani House","North Indian","3.0","200","Jp Nagar","10000","48","https://www.swiggy.com/restaurants/vp-biryani-house-marenahalli-jp-nagar-bangalore-662517"
"315","Chai Nagri","North Indian","3.8","150","Koramangala","500","43","https://www.swiggy.com/restaurants/chai-nagri-cauvery-colony-Koramangala-bangalore-330454"
"316","Coorg pork station","North Indian","3.7","200","Hoysala Nagar","15000","41","https://www.swiggy.com/restaurants/coorg-pork-station-3rd-block-hrbr-layout-kalyan-nagar-bangalore-377045"
"317","Chandni Chowk 2 Bangalore","North Indian","3.4","150","Btm Layout","5000","42","https://www.swiggy.com/restaurants/chandni-chowk-2-bangalore-1st-stage-btm-layout-bangalore-414620"
"318","Chole Bhature Street","Rajasthani","3.8","150","Indiranagar","10000","43","https://www.swiggy.com/restaurants/chole-bhature-street-1st-stage-Indiranagar-bangalore-602604"
"319","Rajsthani pure veg Restaurent","North Indian","2.0","150","Maruti Nagar","1000","35","https://www.swiggy.com/restaurants/rajsthani-pure-veg-restaurent-maruti-nagar-btm-layout-bangalore-595530"
"320","PIZZAAJ","Continental","3.8","75","Indiranagar","15000","41","https://www.swiggy.com/restaurants/pizzaaj-hal-2nd-stage-Indiranagar-bangalore-389687"
"321","Leaf Biryani","American","3.5","175","Koramangala","500","40","https://www.swiggy.com/restaurants/leaf-biryani-elite-building-Koramangala-bangalore-675986"
"322","Cakery and bready","American","3.0","150","Koramangala","5000","39","https://www.swiggy.com/restaurants/cakery-and-bready-jakkasandra-Koramangala-bangalore-402707"
"323","The Paratha Factory","American","3.9","150","Indiranagar","10000","39","https://www.swiggy.com/restaurants/the-paratha-factory-binnamangala-Indiranagar-bangalore-224564"
"324","Mandi Box","American","3.2","250","Kanaka Nagar","500","41","https://www.swiggy.com/restaurants/mandi-box-kanaka-nagar-nagawara-bangalore-515046"
"325","World Of Chinese","American","4.2","150","Indiranagar","15000","43","https://www.swiggy.com/restaurants/world-of-chinese-1st-stage-Indiranagar-bangalore-602557"
"326","Kabab Magic Roll","American","3.4","200","Vasanth Nagar","1000","45","https://www.swiggy.com/restaurants/kabab-magic-roll-vivek-nagar-richmond-road-bangalore-301056"
"327","Havmor Havfunn Continental cream","Desserts","4.3","200","Jayanagar","5000","41","https://www.swiggy.com/restaurants/havmor-havfunn-Continental-cream-4th-block-jayanagar-bangalore-60035"
"328","CAKE VILLAGE","Desserts","3.4","274","Btm Layout","10000","34","https://www.swiggy.com/restaurants/cake-village-1st-stage-btm-layout-bangalore-596498"
"329","Nomad - Vegetarian and Plant based Pizza Series","Italian","4.6","100","Indiranagar","500","42","https://www.swiggy.com/restaurants/nomad-vegetarian-and-plant-based-pizza-series-cmh-road-Indiranagar-bangalore-640349"
"330","REEZ RESTAURANT","American","4.3","150","Shivaji Nagar","15000","37","https://www.swiggy.com/restaurants/reez-restaurant-Shivaji Nagar-no-55-cockburn-road-central-bangalore-bangalore-318480"
"331","Veg Daawat by Behrouz","American","3.4","250","Indiranagar","5000","38","https://www.swiggy.com/restaurants/veg-daawat-by-behrouz-hoysala-nagar-Indiranagar-bangalore-574944"
"332","Saanvika Foods","American","3.4","75","Indiranagar","1000","45","https://www.swiggy.com/restaurants/saanvika-foods-sarvagna-nagar-Indiranagar-bangalore-652500"
"333","At D House Pizza","Continental","3.0","225","Hoysala Nagar","10000","36","https://www.swiggy.com/restaurants/at-d-house-pizza-6th-sector-hsr-layout-bangalore-589431"
"334","FRIES TO GO","North Indian","4.2","100","Koramangala","500","36","https://www.swiggy.com/restaurants/fries-to-go-5th-block-Koramangala-bangalore-557852"
"335","The Bowl Magic","North Indian","3.0","150","Indiranagar","15000","37","https://www.swiggy.com/restaurants/the-bowl-magic-new-tippasandra-Indiranagar-bangalore-426100"
"336","TIPSY CAFE","Desserts","3.4","125","Shivaji Nagar","1000","44","https://www.swiggy.com/restaurants/tipsy-cafe-Shivaji Nagar-no-55-cockburn-road-central-bangalore-bangalore-320678"
"337","City  Shanghai Center","North Indian","4.0","150","Indiranagar","5000","42","https://www.swiggy.com/restaurants/city-shanghai-center-new-thipasandra-Indiranagar-bangalore-339514"
"338","New Taj Dum Biryani","North Indian","2.8","200","Halasuru","10000","36","https://www.swiggy.com/restaurants/new-taj-dum-biryani-swami-vivekananda-road-halasuru-bangalore-486908"
"339","North East Food Station","Mexican","3.4","100","Btm Layout","500","39","https://www.swiggy.com/restaurants/north-east-food-station-32nd-main-rd-btm-bangalore-690687"
"340","Biryani Bhaijaan","North Indian","3.8","100","Indiranagar","15000","26","https://www.swiggy.com/restaurants/biryani-bhaijaan-new-thipasandra-Indiranagar-bangalore-339433"
"341","Ambur Biryani House","North Indian","3.1","175","Kanaka Nagar","5000","31","https://www.swiggy.com/restaurants/ambur-biryani-house-kanaka-nagar-nagawara-bangalore-518639"
"342","Mojito Hub","Mexican","3.2","175","M.S.R Nagar","1000","36","https://www.swiggy.com/restaurants/mojito-hub-msr-nagar-yeshwantpur-bangalore-429111"
"343","The Shake Company","Desserts","3.6","150","Btm Layout","10000","36","https://www.swiggy.com/restaurants/the-shake-company-1st-stage-btm-layout-bangalore-414901"
"344","Simon Burgers","American","4.5","200","Kammanahalli","500","48","https://www.swiggy.com/restaurants/simon-burgers-ramaiah-layout-kammanahalli-kalyan-nagar-bangalore-380945"
"345","Biryani Ki Dukaan","American","4.0","250","Kanaka Nagar","15000","44","https://www.swiggy.com/restaurants/biryani-ki-dukaan-kanaka-nagar-nagawara-bangalore-514844"
"346","Tasty Stuff","American","2.9","100","Koramangala","5000","47","https://www.swiggy.com/restaurants/tasty-stuff-8th-block-Koramangala-bangalore-206511"
"347","Frosty Frills","Desserts","4.0","50","Koramangala","10000","43","https://www.swiggy.com/restaurants/frosty-frills-5th-block-Koramangala-bangalore-510228"
"348","The Chocolate Heaven","Desserts","3.4","200","Kalyan Nagar","1000","39","https://www.swiggy.com/restaurants/the-chocolate-heaven-kacharakanahalli-kammanahalli-kalyan-nagar-bangalore-17064"
"349","Heaven's Cakes","Desserts","4.1","150","Kalyan Nagar","15000","41","https://www.swiggy.com/restaurants/heavens-cakes-kacharakanahalli-kammanahalli-kalyan-nagar-bangalore-369071"
"350","Chandni Chowk","American","3.3","75","Indiranagar","500","41","https://www.swiggy.com/restaurants/chandni-chowk-new-thipasandra-Indiranagar-bangalore-295869"
"351","Night Hawks","American","3.6","100","Adugodi","5000","44","https://www.swiggy.com/restaurants/night-hawks-nanjappa-layout-adugodi-bangalore-537422"
"352","Nirula's","Continental","4.0","250","Indiranagar","10000","43","https://www.swiggy.com/restaurants/nirulas-sarvagna-nagar-Indiranagar-bangalore-561987"
"353","Rolls Street","American","3.8","100","Indiranagar","500","37","https://www.swiggy.com/restaurants/rolls-street-thippasandra-Indiranagar-bangalore-339518"
"354","SUSAI'S HOME KITCHEN","South Indian","4.3","100","Indiranagar","15000","43","https://www.swiggy.com/restaurants/susais-home-kitchen-sarvagna-nagar-Indiranagar-bangalore-539703"
"355","Winners Pizza (Fresh Dough)","Continental","3.5","150","Dollars Colony","1000","39","https://www.swiggy.com/restaurants/winners-pizza-fresh-dough-dollars-colony-new-bel-road-bangalore-520814"
"356","Scooby Cookhouse","Continental","4.0","150","Btm Layout","5000","40","https://www.swiggy.com/restaurants/scooby-cookhouse-n-s-palya-btm-layout-bangalore-466821"
"357","Fresh crunch pizza","Continental","4.1","200","Indiranagar","10000","42","https://www.swiggy.com/restaurants/fresh-crunch-pizza-hal-2nd-stage-Indiranagar-bangalore-559737"
"358","Cheesecakes By CakeZone","Desserts","4.4","100","Indiranagar","500","44","https://www.swiggy.com/restaurants/cheesecakes-by-cakezone-domlur-layout-Indiranagar-bangalore-581477"
"359","Chats ki dukan","North Indian","2.8","100","Sanjay Nagar","15000","35","https://www.swiggy.com/restaurants/chats-ki-dukan-aecs-layout-sanjay-nagar-bangalore-557615"
"360","SLAY Coffee","Desserts","4.4","100","Indiranagar","5000","40","https://www.swiggy.com/restaurants/slay-coffee-hoysala-nagar-Indiranagar-bangalore-109348"
"361","Heaven In a Jar","Desserts","3.9","150","Indiranagar","1000","33","https://www.swiggy.com/restaurants/heaven-in-a-jar-kodigehalli-Indiranagar-bangalore-303445"
"362","Agarwal Pure Veg Restaurent","North Indian","2.0","150","Maruti Nagar","10000","37","https://www.swiggy.com/restaurants/agarwal-pure-veg-restaurent-maruti-nagar-btm-layout-bangalore-595518"
"363","Desi Chulha","South Indian","3.2","50","Indiranagar","500","32","https://www.swiggy.com/restaurants/desi-chulha-hal-2nd-stage-Indiranagar-bangalore-591327"
"364","Mc Crunchies","Mexican","4.1","100","Kalyan Nagar","15000","38","https://www.swiggy.com/restaurants/mc-crunchies-meganahalli-kalyan-nagar-bangalore-634064"
"365","FOOD FACTORY","Mexican","3.1","150","M.S.R Nagar","1000","33","https://www.swiggy.com/restaurants/food-factory-msr-nagar-new-bel-road-bangalore-253198"
"366","Continental Cafe and lassi shop","Desserts","4.1","100","Btm Layout","5000","34","https://www.swiggy.com/restaurants/Continental-cafe-and-lassi-shop-2nd-stage-btm-layout-bangalore-584575"
"367","A Tiny Kitchen","North Indian","4.2","150","Btm Layout","10000","50","https://www.swiggy.com/restaurants/a-tiny-kitchen-2nd-stage-btm-layout-bangalore-422071"
"368","Let's Celebrate","Desserts","3.4","250","Btm Layout","500","28","https://www.swiggy.com/restaurants/lets-celebrate-1st-stage-btm-layout-bangalore-448802"
"369","Gabagab Continental Creams","Desserts","2.8","100","Jayanagar","15000","47","https://www.swiggy.com/restaurants/gabagab-Continental-creams-4th-block-jayanagar-bangalore-593423"
"370","Biryani Central","Mexican","1.7","125","Btm Layout","5000","35","https://www.swiggy.com/restaurants/biryani-central-maruthi-nagar-btm-layout-bangalore-324440"
"371","BOSTON PIZZERIA","Continental","3.6","150","M.S.R Nagar","1000","36","https://www.swiggy.com/restaurants/boston-pizzeria-subbannaiah-palya-lingrajapuram-bangalore-423459"
"372","Mr Cakes","Desserts","3.8","150","Hoysala Nagar","10000","39","https://www.swiggy.com/restaurants/mr-cakes-2nd-block-hbr-layout-bangalore-477268"
"373","Artinci - Indulge Guilt Free!","Desserts","4.3","100","Hoysala Nagar","500","30","https://www.swiggy.com/restaurants/artinci-indulge-guilt-free-5th-sector-hsr-layout-bangalore-602588"
"374","Thalis, Bowls &amp; More","Italian","3.1","150","Btm Layout","15000","40","https://www.swiggy.com/restaurants/thalis-bowls-and-more-keb-colony-btm-layout-bangalore-414913"
"375","crunch pizza express delivery","Italian","4.2","150","Indiranagar","5000","50","https://www.swiggy.com/restaurants/crunch-pizza-express-delivery-hal-2nd-stage-Indiranagar-bangalore-417711"
"376","Phulka","Mexican","3.6","50","Koramangala","10000","47","https://www.swiggy.com/restaurants/phulka-5th-block-Koramangala-bangalore-437208"
"377","Apna Ghar","Punjabi","3.4","100","Jayanagar","1000","49","https://www.swiggy.com/restaurants/apna-ghar-lakshmisha-road-jayanagar-bangalore-405430"
"378","Stop Drop &amp; Rolls","North Indian","4.5","125","Halasuru","15000","34","https://www.swiggy.com/restaurants/stop-drop-and-rolls-lakshmamma-layout-halasuru-bangalore-624364"
"379","Hint Food","American","4.3","200","Kalyan Nagar","500","47","https://www.swiggy.com/restaurants/hint-food-kammanahalli-kalyan-nagar-bangalore-525817"
"380","Paratha Of Punjab","Desserts","4.8","150","Btm Layout","5000","46","https://www.swiggy.com/restaurants/paratha-of-punjab-manjunath-hp-gas-agency-btm-2-stage-bangalore-650683"
"381","Savera Cafe","North Indian","4.3","50","Shivaji Nagar","10000","38","https://www.swiggy.com/restaurants/savera-cafe-hkp-road-Shivaji Nagar-bangalore-382755"
"382","Foodx Restaurant","North Indian","4.3","250","Kammanahalli","500","32","https://www.swiggy.com/restaurants/foodx-restaurant-nehru-rd-kammanahalli-kalyan-nagar-bangalore-659532"
"383","Waffle Head","Desserts","4.2","150","Btm Layout","15000","46","https://www.swiggy.com/restaurants/waffle-head-1st-stage-btm-layout-bangalore-94692"
"384","Momos Mania","North Indian","3.8","75","Koramangala","1000","37","https://www.swiggy.com/restaurants/momos-mania-8th-block-Koramangala-bangalore-206535"
